name,appid_steam_games,genre,tags,positive_rating
Reign Of Kings,344760,"Action, Adventure, Indie, RPG, Simulation","Open World Survival Craft, Survival, Open World, Medieval, Multiplayer, Crafting, Building, PvP, Sandbox, Adventure, Action, RPG, Online Co-Op, Gore, Realistic, Simulation, Co-op, Indie, Early Access, Dark Fantasy",57.2
Injustice: Gods Among Us Ultimate Edition,242700,Action,"Fighting, Superhero, Action, Multiplayer, Comic Book, Local Multiplayer, Singleplayer, Controller, 2D Fighter, Beat 'em up, Arcade, 2.5D, Competitive, Story Rich, Atmospheric, 2D, 3D Vision, Great Soundtrack, Gore, Co-op",85.8
Left 4 Dead 2,550,Action,"Zombies, Co-op, FPS, Multiplayer, Shooter, Action, Online Co-Op, Survival, Horror, First-Person, Gore, Team-Based, Moddable, Survival Horror, Post-apocalyptic, Singleplayer, Adventure, Local Co-Op, Replay Value, Tactical",97.5
GRID Autosport,255220,"Racing, Sports","Racing, Automobile Sim, Sports, Simulation, Driving, Multiplayer, Arcade, Split Screen, Singleplayer, Controller, Realistic, Action, Co-op, Local Multiplayer, Atmospheric, Great Soundtrack, Touch-Friendly, VR, Adventure, Open World",77.7
Chaos on Deponia,220740,"Adventure, Indie","Adventure, Point & Click, Comedy, Singleplayer, Puzzle, Indie, Funny, Story Rich, 2D, Great Soundtrack, Escape Room, Dark Humor, Hand-drawn, Steampunk, Retro, Classic, Sci-fi, Atmospheric",90.8
Resident Evil 7 Biohazard,418370,"Action, Adventure","Horror, Survival Horror, First-Person, Singleplayer, Atmospheric, Zombies, Gore, Psychological Horror, Action, Violent, Survival, Adventure, Story Rich, Puzzle, VR, FPS, Multiplayer, Exploration, Shooter, Classic",94.9
Worms W.M.D,327030,"Action, Strategy","Strategy, Multiplayer, Action, Turn-Based Strategy, Funny, Local Multiplayer, 2D, Turn-Based, Co-op, Shooter, Comedy, Singleplayer, Classic, Memes, Local Co-Op, Casual, Platformer, War, Adventure, Gore",84.6
Deponia,214340,"Adventure, Indie","Adventure, Point & Click, Comedy, Puzzle, Singleplayer, Funny, Indie, Story Rich, 2D, Dark Humor, Great Soundtrack, Hand-drawn, Escape Room, Steampunk, Classic, Retro, Sci-fi, Dystopian , Cult Classic, Hidden Object",87.8
Solo,591750,"Adventure, Indie","Adventure, Indie, Puzzle, Atmospheric, Story Rich, Choices Matter, Cute, Narrative, Singleplayer",86.7
Dead Rising,427190,"Action, Adventure","Zombies, Action, Adventure, Singleplayer, Open World, Third Person, Survival, Gore, Funny, Classic, Sandbox, Horror, Survival Horror, Great Soundtrack, Comedy, Difficult, Memes, Nudity, Beat 'em up, Multiplayer",88.6
Sonic & All-Stars Racing Transformed Collection,212480,"Racing, Sports","Racing, Local Multiplayer, Multiplayer, Great Soundtrack, Local Co-Op, Sports, Split Screen, Arcade, Replay Value, 4 Player Local, Controller, Online Co-Op, Family Friendly, Singleplayer, Colorful, Action, Fast-Paced, Co-op, Adventure, Touch-Friendly",94
Football Manager 2016,378120,"Simulation, Sports","Sports, Simulation, Management, Soccer, Football, Strategy, Tactical, Singleplayer, Multiplayer, Free to Play",68.4
Crash Bandicoot N. Sane Trilogy,731490,Action,"3D Platformer, Classic, Remake, Platformer, Singleplayer, Difficult, Adventure, Great Soundtrack, Action, Funny, Cartoony, Colorful, Controller, Family Friendly, Retro, 1990's, Comedy, Third Person, Nostalgia, Cute",92.9
The Sims 3,47890,Simulation,"Life Sim, Simulation, Character Customization, Building, Sandbox, Singleplayer, Casual, Funny, Moddable, RPG, Romance, Family Friendly, Comedy, Adventure, Replay Value, Multiplayer, Nudity, Great Soundtrack, Strategy, Action",86.6
Gauntlet ,258970,"Action, Adventure, RPG","Co-op, Dungeon Crawler, Hack and Slash, Local Co-Op, Action, RPG, Multiplayer, Adventure, Top-Down, 4 Player Local, Arcade, Online Co-Op, Remake, Fantasy, Classic, Local Multiplayer, Action RPG, Isometric, Old School, Casual",80.9
8-Bit Adventures 1: The Forgotten Journey Remastered Edition,370300,"Adventure, Indie, RPG","RPG, Adventure, Indie, RPGMaker, Pixel Graphics, JRPG, 2D, Singleplayer, Turn-Based Combat, Turn-Based, Fantasy, Great Soundtrack, Soundtrack, Party-Based RPG",83.3
Soul Axiom,279900,"Adventure, Indie","Adventure, Indie, Cyberpunk, Puzzle, Sci-fi, Exploration, Mystery, Atmospheric, Fantasy, Thriller, First-Person",72.4
GRIS,683320,"Adventure, Indie","Beautiful, Atmospheric, Great Soundtrack, Indie, Female Protagonist, Adventure, Hand-drawn, Singleplayer, Platformer, 2D, Relaxing, Story Rich, Puzzle, Colorful, Puzzle-Platformer, Surreal, Casual, Exploration, Walking Simulator, Anime",96.6
Turok 2: Seeds of Evil,405830,"Action, Adventure","FPS, Action, Classic, Dinosaurs, Gore, Violent, Adventure, Multiplayer, Singleplayer, Great Soundtrack, Shooter, 1990's, Sci-fi, Split Screen, First-Person, Retro, Aliens, Local Multiplayer, Difficult, 4 Player Local",92.1
Abyss Odyssey,255070,"Action, Adventure, Indie","Action, Action Roguelike, Roguevania, Platformer, Indie, Adventure, Side Scroller, Co-op, Female Protagonist, Rogue-like, 2D, Metroidvania, Beat 'em up, Local Co-Op, Fighting, Hack and Slash, Fantasy, RPG, Rogue-lite, Singleplayer",62.5
Call of Duty: Black Ops III,311210,"Action, Adventure","Multiplayer, FPS, Zombies, Shooter, Action, First-Person, Singleplayer, Co-op, Futuristic, Illuminati, Hero Shooter, Robots, Sci-fi, Gore, Great Soundtrack, Story Rich, Atmospheric, Parkour, Quick-Time Events, Simulation",81.7
Blade Symphony,225600,"Action, Indie","Action, Fighting, Indie, Multiplayer, Swordplay, Competitive, Third Person, Hack and Slash, Ninja, Parkour, Sci-fi, PvP, Strategy, Early Access, Tactical, Kickstarter, Fantasy, Great Soundtrack, Adventure, Free to Play",65.8
Sid Meier's Civilization VI,289070,Strategy,"Strategy, Turn-Based Strategy, Multiplayer, Historical, Singleplayer, Turn-Based, Grand Strategy, 4X, War, Simulation, City Builder, Tactical, Building, Management, Great Soundtrack, Moddable, Online Co-Op, Co-op, Hex Grid, Atmospheric",84.6
Lost Ark,1599340,"Action, Adventure, Free to Play, Massively Multiplayer, RPG","MMORPG, Free to Play, Action RPG, Multiplayer, RPG, Hack and Slash, Action, Massively Multiplayer, Character Customization, Adventure, PvP, Fantasy, PvE, Sexual Content, Isometric, Online Co-Op, Class-Based, Violent, Singleplayer, Gore",71.9
Serious Sam 3: BFE,41070,"Action, Indie","FPS, Action, Co-op, Gore, Comedy, Online Co-Op, Aliens, First-Person, Multiplayer, Shooter, Old School, Local Co-Op, Indie, Split Screen, Funny, Difficult, Singleplayer, Sci-fi, Adventure, Local Multiplayer",88.4
Little Nightmares,424840,Adventure,"Horror, Atmospheric, Adventure, Singleplayer, Dark, Puzzle-Platformer, Puzzle, Indie, Story Rich, Stealth, Platformer, Psychological Horror, Great Soundtrack, Third Person, 2.5D, Survival Horror, Short, Female Protagonist, Action, Strategy",94.7
Angry Birds Space,210550,Casual,"Casual, Physics, Puzzle, Touch-Friendly, Singleplayer, Family Friendly, Space, 2D, Free to Play, Indie, Action, Horror",90.3
OVERKILL's The Walking Dead,717690,Action,"Zombies, Co-op, Action, Multiplayer, FPS, Survival, Post-apocalyptic, Survival Horror, Violent, First-Person, Online Co-Op, Horror, Singleplayer, Gore, Shooter, Open World, Team-Based, Adventure, Nudity, Story Rich",51.6
Citizens of Earth,258910,RPG,"RPG, Comedy, Turn-Based, Singleplayer, Cartoony, 2D, Indie, Retro, JRPG",76
Gunman Clive,262550,"Action, Indie","Indie, Action, Western, Platformer, Side Scroller, 2D, Difficult, Short, Great Soundtrack, Shooter, Singleplayer",88.3
Dragon's Dogma: Dark Arisen,367500,"Action, Adventure, RPG","RPG, Open World, Character Customization, Action, Fantasy, Adventure, Singleplayer, Action RPG, Dragons, Third Person, Dark Fantasy, Magic, Exploration, Atmospheric, Great Soundtrack, Story Rich, Difficult, JRPG, Multiplayer, Hack and Slash",89.9
Pillars of Eternity,291650,RPG,"RPG, Fantasy, Isometric, Story Rich, Singleplayer, CRPG, Party-Based RPG, Real-Time with Pause, Adventure, Kickstarter, Character Customization, Atmospheric, Dark Fantasy, Open World, Exploration, Classic, Great Soundtrack, Strategy, Indie, Crowdfunded",88.1
Call of Duty: WWII,476600,Action,"World War II, FPS, Multiplayer, War, Zombies, Singleplayer, Action, Shooter, First-Person, Co-op, Violent, Historical, Gore, Story Rich, Horror, Psychological Horror, Massively Multiplayer, Female Protagonist, Open World, Heist",66.2
Double Dragon Neon,252350,"Action, Indie","Beat 'em up, Co-op, Great Soundtrack, Action, 1980s, Arcade, Retro, Side Scroller, Local Multiplayer, Indie, Online Co-Op, Remake, Local Co-Op, Classic, Fighting, 2D, Platformer, Controller, Funny",77.4
RUNNING WITH RIFLES,270150,"Action, Indie","Top-Down Shooter, Action, Artificial Intelligence, Tactical, Open World, Military, Sandbox, Wargame, Top-Down, Moddable, Loot, Singleplayer, Multiplayer, PvE, Co-op, Co-op Campaign, Online Co-Op, Shooter, RPG, Isometric",88.2
GALAK-Z,300580,"Action, Indie","Action Roguelike, Action, Indie, Space, Arcade, Rogue-lite, Anime, Mechs, Shoot 'Em Up, Rogue-like, Difficult",73.3
Broken Sword 2 - the Smoking Mirror: Remastered,33600,Adventure,"Adventure, Point & Click, Puzzle, Mystery, Retro, Singleplayer, 1990's, Drama, Funny, Comedy, Remake, Hidden Object, 2D, Atmospheric, Old School, Conspiracy, Detective, Cartoon, Cartoony, Hand-drawn",89.8
Gods Will Be Watching,274290,"Adventure, Indie","Indie, Pixel Graphics, Point & Click, Sci-fi, Adventure, Story Rich, Difficult, Dark, Choices Matter, Thriller, Singleplayer, Puzzle, Atmospheric, Survival, Strategy, Resource Management, 2D, Great Soundtrack, Gore, Horror",70.9
Batman: Arkham Knight,208650,"Action, Adventure","Action, Open World, Superhero, Stealth, Adventure, Third Person, Singleplayer, Detective, Fighting, Story Rich, Atmospheric, Dark, Comic Book, Beat 'em up, Puzzle, Mature, Sandbox, Strategy, Horror, Epic",84.9
God Mode,227480,Action,"Action, Co-op, Multiplayer, Third-Person Shooter, Shooter, Third Person, Singleplayer, Online Co-Op, Gore, Mythology",70.2
Shantae: Risky's Revenge - Director's Cut,277890,"Action, Adventure, Indie","Platformer, Female Protagonist, Metroidvania, Action, Pixel Graphics, Great Soundtrack, 2D, Indie, Adventure, Anime, Singleplayer, Cute, Funny, Retro, Side Scroller, Fantasy, Comedy, Sexual Content",85.7
Minion Masters,489520,"Action, Adventure, Free to Play, Indie, RPG, Strategy","Real Time Tactics, RTS, Multiplayer, Co-op, Card Battler, Strategy RPG, Card Game, Free to Play, Strategy, PvP, PvE, Deckbuilding, Tactical, Competitive, Online Co-Op, Singleplayer, Turn-Based Tactics, Mouse only, Tower Defense, Stylized",91.2
Split\/Second,297860,"Action, Racing","Racing, Action, Destruction, Split Screen, Multiplayer, Arcade, Singleplayer, Local Multiplayer, Local Co-Op, Great Soundtrack, Driving, Fast-Paced, Difficult",79.7
Alan Wake,108710,"Action, Adventure","Action, Horror, Adventure, Third Person, Story Rich, Thriller, Atmospheric, Singleplayer, Psychological Horror, Great Soundtrack, Mystery, Episodic, Third-Person Shooter, Dark, Supernatural, Cinematic, Narration, Survival Horror, Shooter, Survival",90.9
Afterfall InSanity Extended Edition,224420,"Action, Adventure, Indie",NA,63.1
Narita Boy,1069530,"Adventure, Indie","Action, Adventure, Retro, Platformer, 2D, Pixel Graphics, Mystery, Exploration, 1980s, 2D Platformer, Action-Adventure, Atmospheric, Futuristic, Emotional, Lore-Rich, Singleplayer, Combat, Story Rich, Hack and Slash, Metroidvania",80
Age of Empires III (2007),105450,"Simulation, Strategy","Strategy, RTS, Base-Building, Multiplayer, Historical, Resource Management, City Builder, War, Simulation, Real-Time, Singleplayer, Military, Classic, Building, Open World, Co-op, Action, Online Co-Op, Real-Time with Pause, Adventure",90.8
STRAFE: Gold Edition,442780,"Action, Indie","Rogue-lite, Action, Shooter, FPS, First-Person, Action Roguelike, Violent, Retro, Indie, Rogue-like, Gore, Fast-Paced, Difficult, Soundtrack, Pixel Graphics, Procedural Generation, Great Soundtrack, Singleplayer, 1990's, Blood",72.7
The Room 4: Old Sins,1361320,Adventure,"Puzzle, Mystery, Adventure, Point & Click, Lovecraftian, Story Rich, Singleplayer, Hidden Object, Horror, Exploration, First-Person, Escape Room, 3D, Atmospheric, Indie, Multiplayer, VR",98.8
The Walking Dead,207610,Adventure,"Zombies, Adventure, Story Rich, Point & Click, Episodic, Singleplayer, Choices Matter, Drama, Horror, Emotional, Mature, Atmospheric, Choose Your Own Adventure, Comic Book, Post-apocalyptic, Survival, Quick-Time Events, Gore, Action, Third Person",97.1
60 Parsecs!,646270,"Adventure, Casual, Indie, RPG, Simulation, Strategy","Point & Click, 2D, Adventure, Strategy, Survival, Post-apocalyptic, RPG, Singleplayer, Dark Comedy, Indie, Colorful, Casual, Simulation, Atmospheric, Stylized, Cold War, Story Rich, Space, Multiple Endings, Resource Management",87.1
Eon Altar,382050,"Action, Adventure, Indie, RPG","RPG, Adventure, Action, Local Co-Op, 4 Player Local, Indie, Turn-Based Combat, Episodic, Co-op, Fantasy, Magic, Isometric, CRPG, Dark Fantasy, Atmospheric, Female Protagonist, Loot, Story Rich, Local Multiplayer, Class-Based",86
Microtransaction Simulator,689090,"Free to Play, Simulation","Free to Play, Simulation, Memes, Satire, Clicker",86.6
Seven: Enhanced Edition,471010,"Action, Adventure, Indie, RPG","Action RPG, Cyberpunk, Stealth, Isometric, Open World, Singleplayer, Indie, RPG, Post-apocalyptic, Action, Hack and Slash, Adventure, Top-Down, Parkour, Sci-fi, Assassin, Exploration, Controller, Action-Adventure, Nudity",77.3
Gato Roboto,916730,"Action, Adventure, Indie","Indie, Metroidvania, Action, Adventure, Pixel Graphics, 2D, Platformer, Cats, Retro, Singleplayer, Cute, Side Scroller, Exploration, Sci-fi, Difficult, Controller, Female Protagonist, Open World, Great Soundtrack, Short",95
Full Metal Furies,416600,"Action, Adventure, Indie, RPG","Action, Co-op, Indie, RPG, Beat 'em up, Adventure, Female Protagonist, Local Co-Op, 4 Player Local, Online Co-Op, Pixel Graphics, Puzzle, Action RPG, 2D, Local Multiplayer, Difficult, Side Scroller, Bullet Hell, Funny, Multiplayer",91.5
Goat Simulator,265930,"Casual, Indie, Simulation","Simulation, Funny, Comedy, Open World, Sandbox, Physics, Destruction, Casual, Indie, Action, Memes, Singleplayer, Third Person, Co-op, Local Multiplayer, Dark Humor, 3D, Exploration, Cute, Arcade",90.2
Train Simulator,24010,Simulation,"Simulation, Trains, Singleplayer, Realistic, Driving, Casual, Relaxing, Open World, Moddable, Building, Level Editor, Sandbox, TrackIR, Atmospheric, Transportation, Action, Adventure, VR, City Builder, Strategy",69.7
PUBG: BATTLEGROUNDS,578080,"Action, Adventure, Free to Play, Massively Multiplayer","Survival, Shooter, Battle Royale, Multiplayer, FPS, PvP, Third-Person Shooter, Action, Online Co-Op, Tactical, Co-op, First-Person, Strategy, Early Access, Competitive, Third Person, Team-Based, Difficult, Simulation, Stealth",57
Braid,26800,"Casual, Indie, Strategy","Puzzle-Platformer, Puzzle, 2D Platformer, Platformer, Indie, Time Manipulation, 2D, Singleplayer, Great Soundtrack, Difficult, Time Travel, Casual, Atmospheric, Classic, Story Rich, Strategy, Beautiful, Side Scroller, Adventure, Short",93.9
Ultra Street Fighter IV,45760,Action,"Fighting, Arcade, Competitive, 2D Fighter, Action, Local Multiplayer, Multiplayer, Controller, e-sports, Difficult, Classic, Anime, Great Soundtrack, 2.5D, Singleplayer, 2D, Beat 'em up, Local Co-Op, 3D Vision, Adventure",89.6
For Honor,304390,Action,"Medieval, Swordplay, Action, Multiplayer, PvP, Fighting, Third Person, War, Co-op, Gore, Singleplayer, Online Co-Op, Hack and Slash, Realistic, Strategy, Atmospheric, RPG, Fantasy, MOBA, Story Rich",68.9
Company of Heroes ,228200,"Action, Strategy","Strategy, World War II, RTS, War, Action, Singleplayer, Multiplayer, Tactical, Military, Violent, Historical, Base-Building, Co-op, Classic, Real Time Tactics, Mod, Moddable, Story Rich, Mature, Great Soundtrack",94.4
Guacamelee! Super Turbo Championship Edition,275390,"Action, Adventure, Indie","Metroidvania, 2D, Platformer, Action, Colorful, Indie, Local Co-Op, Adventure, Funny, Beat 'em up, Comedy, Co-op, Great Soundtrack, Singleplayer, 4 Player Local, Wrestling, Local Multiplayer, Side Scroller, Action-Adventure, Memes",92.4
Project CARS 2,378860,Racing,"Racing, Driving, Automobile Sim, Simulation, Multiplayer, VR, Realistic, Sports, Singleplayer, Open World, Controller, Atmospheric, Action, Arcade, Difficult, First-Person, Co-op, Great Soundtrack",80.8
Warhammer: End Times - Vermintide,235540,"Action, Indie","Action, Online Co-Op, Co-op, Dark Fantasy, First-Person, Gore, Games Workshop, Multiplayer, FPS, Fantasy, Hack and Slash, Atmospheric, Action RPG, Survival, RPG, Adventure, Singleplayer, Indie, Horror, Warhammer 40K",80
DiRT 3 Complete Edition,321040,"Racing, Simulation, Sports","Racing, Simulation, Multiplayer, Sports, Driving, Offroad, Controller, Split Screen, Singleplayer, Great Soundtrack, Open World, Arcade, Local Co-Op, Action, First-Person, Realistic, Benchmark",91.2
This Is the Police,443810,"Adventure, Indie, Strategy","Strategy, Management, Story Rich, Crime, Choices Matter, Singleplayer, Indie, Simulation, Noir, Detective, Atmospheric, Adventure, Mature, Great Soundtrack, Political, Visual Novel, Villain Protagonist, Kickstarter, Memes, Sexual Content",83
Disney Classic Games Aladdin and the Lion King,1126190,Action,"Action, Platformer, Classic, Retro, Singleplayer, 2D, Adventure, 1990's, Great Soundtrack",77.7
"7 Grand Steps, Step 1: What Ancients Begat",238930,"Casual, Indie, Simulation, Strategy","Indie, Board Game, Abstract, Story Rich, Interactive Fiction, Historical, Turn-Based, Singleplayer, Choose Your Own Adventure, Adventure, Life Sim, Political Sim, Casual, Simulation, Puzzle, Point & Click, Time Management, 2D, Stylized, Text-Based",53.2
Sonic Mania,584400,"Action, Adventure, Casual","Great Soundtrack, 2D, Platformer, Retro, Classic, Pixel Graphics, Fast-Paced, Colorful, Adventure, Action, Side Scroller, Singleplayer, Family Friendly, Casual, Local Co-Op, Multiplayer, Arcade, Action-Adventure, Cartoony, Remake",93.3
